id;name;addr;city;phone;type;ID_DEAD;TIMESTAMP;NEW REFERENCE
625;'restaurant  ritz-carlton  atlanta';'181 peachtree st.';atlanta;404/659-0400;continental;;;
697;'restaurant horikawa';'111 s. san pedro st.';'los angeles';213/680-9355;asian;;;
544;'restaurant katsu';'1972 n. hillhurst ave.';'los angeles';213/665-1891;asian;;;
553;'rex il ristorante';'617 s. olive st.';'los angeles';213/627-2300;italian;;;
238;'rex il ristorante';'617 s. olive st.';'los angeles';213-627-2300;'nuova cucina italian';;;
948;'rib ranch';'25 irby ave.';atlanta;404/233-7644;barbecue;;;
331;'ritz-carlton cafe (atlanta)';'181 peachtree st.';atlanta;404-659-0400;'american (new)';;;
308;'ritz-carlton cafe (buckhead)';'3434 peachtree rd. ne';atlanta;404-237-2700;'american (new)';;;
309;'ritz-carlton dining room (buckhead)';'3434 peachtree rd. ne';atlanta;404-237-2700;'american (new)';;;
329;'ritz-carlton dining room (san francisco)';'600 stockton st.';'san francisco';415-296-7465;'french (new)';;;
310;'ritz-carlton restaurant';'181 peachtree st.';atlanta;404-659-0400;'french (classic)';;;
644;'ritz-carlton restaurant and dining room';'600 stockton st.';'san francisco';415/296-7465;american;;;
590;'river cafe';'1 water st. at the east river';brooklyn;718/522-5200;american;;;
275;'river cafe';'1 water st.';brooklyn;718-522-5200;'american (new)';;;
178;riviera;'519 e. paces ferry rd.';atlanta;404-262-7112;mediterranean;;;
695;'rj\'s the rib joint';'252 n. beverly dr.';'los angeles';310/274-7427;american;;;
870;'roettelle a. g';'126 e. 7th st.  between 1st ave. and ave. a';'new york';212/674-4140;continental;;;
208;'roosevelt tamale parlor';'2817 24th st.';'san francisco';415-550-9213;mexican;;;
871;'rosa mexicano';'1063 1st ave. at 58th st.';'new york';212/753-7407;mexican;;;
698;'roscoe\'s house of chicken \'n\' waffles';'1514 n. gower st.';'los angeles';213/466-9329;american;;;
105;'rose of india';'308 e. sixth st.';'new york city';212-533-5011;indian;;;
645;'rose pistola';'532 columbus ave.';'san francisco';415/399-0499;italian;;;
330;'rose pistola';'532 columbus ave.';'san francisco';415-399-0499;italian;;;
1042;rubicon;'558 sacramento st.';'san francisco';415/434-4100;american;;;
57;'rubin\'s red hots';'15322 ventura blvd.';encino;818-905-6515;'hot dogs';;;
58;'ruby\'s (la)';'45 s. fair oaks ave.';pasadena;818-796-7829;diners;;;
1043;rumpus;'1 tillman pl.';'san francisco';415/421-2300;american;;;
59;'russell\'s burgers';'1198 pch';'seal beach';310-596-9556;hamburgers;;;
872;'ruth\'s chris';'148 w. 51st st.';'new york';212/245-9600;american;;;
60;'ruth\'s chris steak house (los angeles)';'224 s. beverly dr.';'beverly hills';310-859-8744;steakhouses;;;
873;s.p.q.r;'133 mulberry st.  between hester and grand sts.';'new york';212/925-3120;italian;;;
949;'sa tsu ki';'3043 buford hwy.';atlanta;404/325-5285;asian;;;
874;'sal anthony\'s';'55 irving pl.';'new york';212/982-9030;italian;;;
209;'sally\'s cafe & bakery';'300 de haro st.';'san francisco';415-626-6006;american;;;
106;'sam\'s noodle shop';'411 third ave.';'new york city';212-213-2288;chinese;;;
875;'sammy\'s roumanian steak house';'157 chrystie st. at delancey st.';'new york';212/673-0330;'east european';;;
591;'san domenico';'240 central park s';'new york';212/265-5959;italian;;;
276;'san domenico';'240 central park s.';'new york city';212-265-5959;italian;;;
210;'san francisco bbq';'1328 18th st.';'san francisco';415-431-8956;thai;;;
876;'san pietro';'18 e. 54th st.';'new york';212/753-9015;italian;;;
1044;sanppo;'1702 post st.';'san francisco';415/346-3486;asian;;;
877;'sant ambroeus';'1000 madison ave.  between 77th and 78th sts.';'new york';212/570-2211;'coffee bar';;;
107;'sarabeth\'s';'1295 madison ave.';'new york city';212-410-7335;american;;;
878;'sarabeth\'s kitchen';'423 amsterdam ave.  between 80th and 81st sts.';'new york';212/496-6280;american;;;
950;'sato sushi and thai';'6050 peachtree pkwy.  norcross';atlanta;770/449-0033;asian;;;
1045;'scala\'s bistro';'432 powell st.';'san francisco';415/395-8555;italian;;;
699;'schatzi on main';'3110 main st.';'los angeles';310/399-4800;continental;;;
879;'sea grill';'19 w. 49th st.';'new york';212/332-7610;seafood;;;
592;'second avenue deli';'156 2nd ave. at 10th st.';'new york';212/677-0606;delicatessen;;;
277;'second avenue deli';'156 second ave.';'new york city';212-677-0606;delis;;;
290;'second street grill';'200 e. fremont st.';'las vegas';702-385-6277;'pacific rim';;;
605;'second street grille';'200 e. fremont st.';'las vegas';702/385-3232;seafood;;;
880;serendipity;'3 225 e. 60th st.';'new york';212/838-3531;american;;;
593;seryna;'11 e. 53rd st.';'new york';212/980-9393;asian;;;
278;seryna;'11 e. 53rd st.';'new york city';212-980-9393;japanese;;;
881;'seventh regiment mess and bar';'643 park ave. at 66th st.';'new york';212/744-4107;american;;;
882;sfuzzi;'58 w. 65th st.';'new york';212/873-3700;american;;;
883;shaan;'57 w. 48th st.';'new york';'212/ 977-8400';asian;;;
61;shiro;'1505 mission st. s.';pasadena;818-799-4774;'pacific new wave';;;
279;'shun lee palace';'155 e. 55th st.';'new york city';212-371-8844;chinese;;;
594;'shun lee west';'43 w. 65th st.';'new york';212/371-8844;asian;;;
595;'sign of the dove';'1110 3rd ave. at 65th st.';'new york';212/861-8080;american;;;
280;'sign of the dove';'1110 third ave.';'new york city';212-861-8080;'american (new)';;;
179;'silver skillet  the';'200 14th st. nw';atlanta;404-874-1388;'coffee shops';;;
211;'slanted door';'584 valencia st.';'san francisco';415-861-8032;vietnamese;;;
596;'smith & wollensky';'201 e. 49th st.';'new york';212/753-1530;american;;;
281;'smith & wollensky';'797 third ave.';'new york city';212-753-1530;steakhouses;;;
700;sofi;'3rd st.';'los angeles';213/651-0346;mediterranean;;;
884;'sofia fabulous pizza';'1022 madison ave.  near 79th st.';'new york';212/734-2676;italian;;;
180;soto;'3330 piedmont rd.';atlanta;404-233-2005;japanese;;;
951;'south city kitchen';'1144 crescent ave.';atlanta;404/873-7358;southern;;;
952;'south of france';'2345 cheshire bridge rd.';atlanta;404/325-6963;french;;;
1046;'south park cafe';'108 south park';'san francisco';415/495-7275;french;;;
554;spago;'1114 horn ave.';'los angeles';310/652-4025;californian;;;
137;'spago (las vegas)';'3500 las vegas blvd. s.';'las vegas';702-369-6300;californian;;;
239;'spago (los angeles)';'8795 sunset blvd.';'w. hollywood';310-652-4025;californian;;;
108;'sparks steak house';'210 e. 46th st.';'new york city';212-687-4855;steakhouses;;;
1047;'splendido embarcadero';4;'san francisco';415/986-3222;mediterranean;;;
885;'spring street natural restaurant & bar';'62 spring st. at lafayette st.';'new york';212/966-0290;american;;;
886;'stage deli';'834 7th ave.  between 53rd and 54th sts.';'new york';212/245-7850;delicatessen;;;
1048;stars;'150 redwood alley';'san francisco';415/861-7827;american;;;
1049;'stars cafe';'500 van ness ave.';'san francisco';415/861-4344;american;;;
606;'steak house';'2880 las vegas blvd. s';'las vegas';702/734-0410;'steak houses';;;
291;'steak house  the';'2880 las vegas blvd. s.';'las vegas';702-734-0410;steakhouses;;;
138;'steakhouse  the';'128 e. fremont st.';'las vegas';702-382-1600;steakhouses;;;
139;'stefano\'s';'129 fremont st.';'las vegas';702-385-7111;italian;;;
140;'sterling brunch';'3645 las vegas blvd. s.';'las vegas';702-739-4651;eclectic;;;
109;'stick to your ribs';'5-16 51st ave.';queens;718-937-3030;bbq;;;
887;stingray;'428 amsterdam ave.  between 80th and 81st sts.';'new york';212/501-7515;seafood;;;
1050;'stoyanof\'s cafe';'1240 9th ave.';'san francisco';415/664-3664;'greek and middle eastern';;;
1051;'straits cafe';'3300 geary blvd.';'san francisco';415/668-1783;asian;;;
953;'stringer\'s fish camp and oyster bar';'3384 shallowford rd.  chamblee';atlanta;770/458-7145;southern;;;
954;'sundown cafe';'2165 cheshire bridge rd.';atlanta;404/321-1118;american;;;
1052;suppenkuche;'601 hayes st.';'san francisco';415/252-9289;russian/german;;;
62;'sushi nozawa';'11288 ventura blvd.';'studio city';818-508-7017;japanese;;;
110;sushisay;'38 e. 51st st.';'new york city';212-755-1780;japanese;;;
212;'swan oyster depot';'1517 polk st.';'san francisco';415-673-1101;seafood;;;
63;'sweet lady jane';'8360 melrose ave.';la;213-653-7145;desserts;;;
888;'sweet\'n\'tart cafe';'76 mott st. at canal st.';'new york';212/334-8088;asian;;;
701;swingers;'8020 beverly blvd.';'los angeles';213/653-5858;american;;;
111;'sylvia\'s';'328 lenox ave.';'new york city';212-996-0660;southern/soul;;;
112;'szechuan hunan cottage';'1588 york ave.';'new york city';212-535-5223;chinese;;;
113;'szechuan kitchen';'1460 first ave.';'new york city';212-249-4615;chinese;;;
889;'t salon';'143 mercer st. at prince st.';'new york';212/925-3700;'coffee bar';;;
1053;'tadich grill';'240 california st.';'san francisco';415/391-2373;seafood;;;
64;taiko;'11677 san vicente blvd.';brentwood;310-207-7782;'noodle shops';;;
890;'tang pavillion';'65 w. 55th st.';'new york';212/956-6888;asian;;;
891;tapika;'950 8th ave. at 56th st.';'new york';'212/ 397-3737';american;;;
955;'taste of new orleans';'889 w. peachtree st.';atlanta;404/874-5535;southern;;;
597;'tavern on the green';'in central park at 67th st.';'new york';212/873-3200;american;;;
282;'tavern on the green';'central park west';'new york city';212-873-3200;'american (new)';;;
702;'tavola calda';'7371 melrose ave.';'los angeles';213/658-6340;italian;;;
892;'teresa\'s';'103 1st ave.  between 6th and 7th sts.';'new york';212/228-0604;'east european';;;
114;'teresa\'s';'80 montague st.';queens;718-520-2910;polish;;;
893;terrace;'400 w. 119th st.  between amsterdam and morningside aves.';'new york';212/666-9490;continental;;;
115;'thai house cafe';'151 hudson st.';'new york city';212-334-1085;thai;;;
116;'thailand restaurant';'106 bayard st.';'new york city';212-349-3132;thai;;;
983;'the bacchanal';'3570 las vegas blvd. s';'las vegas';702/731-7525;'only in las vegas';;;
894;'the coffee pot';'350 9th ave. at 49th st.';'new york';212/265-3566;'coffee bar';;;
1054;'the heights';'3235 sacramento st.';'san francisco';415/474-8890;french;;;
703;'the mandarin';'430 n. camden dr.';'los angeles';310/859-0926;asian;;;
549;'the palm';'9001 santa monica blvd.';'los angeles';310/550-8811;american;;;
895;'the savannah club';'2420 broadway at 89th st.';'new york';212/496-1066;american;;;
181;'thelma\'s kitchen';'764 marietta st. nw';atlanta;404-688-5855;cafeterias;;;
213;'thep phanom';'400 waller st.';'san francisco';415-431-2526;thai;;;
1055;thepin;'298 gough st.';'san francisco';415/863-9335;asian;;;
214;'ti couz';'3108 16th st.';'san francisco';415-252-7373;french;;;
607;tillerman;'2245 e. flamingo rd.';'las vegas';702/731-4036;seafood;;;
292;'tillerman  the';'2245 e. flamingo rd.';'las vegas';702-731-4036;steakhouses;;;
704;'tommy tang\'s';'7313 melrose ave.';'los angeles';213/937-5733;asian;;;
65;'tommy\'s';'2575 beverly blvd.';la;213-389-9060;hamburgers;;;
956;tomtom;'3393 peachtree rd.';atlanta;404/264-1163;continental;;;
1056;'ton kiang';'3148 geary blvd.';'san francisco';415/752-4440;asian;;;
182;tortillas;'774 ponce de leon ave. ne';atlanta;404-892-0193;tex-mex;;;
626;toulouse;'b peachtree rd.';atlanta;404/351-9533;french;;;
311;toulouse;'293-b peachtree rd.';atlanta;404-351-9533;'french (new)';;;
705;'tra di noi';'3835 cross creek rd.';'los angeles';310/456-0169;italian;;;
706;'trader vic\'s';'9876 wilshire blvd.';'los angeles';310/276-6345;asian;;;
896;'trattoria dell\'arte';'900 7th ave.  between 56th and 57th sts.';'new york';212/245-9800;italian;;;
141;'tre visi';'3799 las vegas blvd. s.';'las vegas';702-891-7331;italian;;;
897;triangolo;'345 e. 83rd st.';'new york';212/472-4488;italian;;;
898;'tribeca grill';'375 greenwich st.  near franklin st.';'new york';212/941-3900;american;;;
215;'trio cafe';'1870 fillmore st.';'san francisco';415-563-2248;american;;;
899;'trois jean';'154 e. 79th st.  between lexington and 3rd aves.';'new york';212/988-4858;'coffee bar';;;
900;'tse yang';'34 e. 51st st.';'new york';212/688-5447;asian;;;
216;'tu lan';'8 sixth st.';'san francisco';415-626-0927;vietnamese;;;
901;'turkish kitchen';'386 3rd ave.  between 27th and 28th sts.';'new york';212/679-1810;'middle eastern';;;
902;'two two two';'222 w. 79th st.';'new york';212/799-0400;american;;;
66;'uncle bill\'s pancake house';'1305 highland ave.';'manhattan beach';310-545-5177;diners;;;
598;'uncle nick\'s';'747 9th ave.  between 50th and 51st sts.';'new york';212/315-1726;mediterranean;;;
283;'uncle nick\'s';'747 ninth ave.';'new york city';212-245-7992;greek;;;
599;'union square cafe';'21 e. 16th st.';'new york';212/243-4020;american;;;
284;'union square cafe';'21 e. 16th st.';'new york city';212-243-4020;'american (new)';;;
555;valentino;'3115 pico blvd.';'santa monica';310/829-4313;italian;;;
240;valentino;'3115 pico blvd.';'santa monica';310-829-4313;italian;;;
183;'van gogh\'s restaurant & bar';'70 w. crossville rd.';roswell;770-993-1156;'american (new)';;;
184;veggieland;'220 sandy springs circle';atlanta;404-231-3111;vegetarian;;;
984;venetian;'3713 w. sahara ave.';'las vegas';702/876-4190;italian;;;
627;'veni vidi vici';'41 14th st.';atlanta;404/875-8424;italian;;;
312;'veni vidi vici';'41 14th st.';atlanta;404-875-8424;italian;;;
903;'veniero\'s pasticceria';'342 e. 11th st.  near 1st ave.';'new york';212/674-7264;'coffee bar';;;
904;verbena;'54 irving pl. at 17th st.';'new york';212/260-5454;american;;;
1057;vertigo;'600 montgomery st.';'san francisco';415/433-7250;mediterranean;;;
117;veselka;'144 second ave.';'new york city';212-228-9682;ukrainian;;;
217;'vicolo pizzeria';'201 ivy st.';'san francisco';415-863-2382;pizza;;;
905;'victor\'s cafe';'52 236 w. 52nd st.';'new york';212/586-7714;'latin american';;;
707;vida;'1930 north hillhurst ave.';'los feliz';213/660-4446;american;;;
906;'vince & eddie\'s';'70 w. 68th st.';'new york';212/721-0068;american;;;
600;'virgil\'s';'152 w. 44th st.';'new york';'212/ 921-9494';american;;;
285;'virgil\'s real bbq';'152 w. 44th st.';'new york city';212-921-9494;bbq;;;
985;'viva mercado\'s';'6182 w. flamingo rd.';'las vegas';702/871-8826;mexican;;;
1058;'vivande porta via';'2125 fillmore st.';'san francisco';415/346-4430;italian;;;
1059;'vivande ristorante';'670 golden gate ave.';'san francisco';415/673-9245;italian;;;
907;vong;'200 e. 54th st.';'new york';212/486-9592;american;;;
218;'wa-ha-ka oaxaca mexican grill';'2141 polk st.';'san francisco';415-775-1055;mexican;;;
908;'water club';'500 e. 30th st.';'new york';212/683-3333;american;;;
67;'water grill';'544 s. grand ave.';'los angeles';213-891-0900;seafood;;;
909;west;'63rd street steakhouse 44 w. 63rd st.';'new york';212/246-6363;american;;;
708;'west beach cafe';'60 n. venice blvd.';'los angeles';310/823-5396;american;;;
118;'westside cottage';'689 ninth ave.';'new york city';212-245-0800;chinese;;;
185;'white house restaurant';'3172 peachtree rd. ne';atlanta;404-237-7601;diners;;;
119;'windows on the world';'107th fl.';'new york city';212-524-7000;eclectic;;;
120;'wollensky\'s grill';'205 e. 49th st.';'new york city';212-753-0444;steakhouses;;;
1060;'world wrapps';'2257 chestnut st.';'san francisco';415/563-9727;american;;;
1061;'wu kong';'101 spear st.';'san francisco';415/957-9300;asian;;;
910;xunta;'174 1st ave.  between 10th and 11th sts.';'new york';212/614-0620;mediterranean;;;
121;yama;'122 e. 17th st.';'new york city';212-475-0969;japanese;;;
1062;'yank sing';'427 battery st.';'san francisco';415/541-4949;asian;;;
1063;'yaya cuisine';'1220 9th ave.';'san francisco';415/566-6966;'greek and middle eastern';;;
986;'yolie\'s';'3900 paradise rd.';'las vegas';702/794-0700;'steak houses';;;
1064;'yoyo tsumami bistro';'1611 post st.';'san francisco';415/922-7788;french;;;
241;'yujean kang\'s';'67 n. raymond ave.';pasadena;818-585-0855;chinese;;;
556;'yujean kang\'s gourmet chinese cuisine';'67 n. raymond ave.';'los angeles';818/585-0855;asian;;;
186;zab-e-lee;'4837 old national hwy.';'college park';404-768-2705;thai;;;
68;'zankou chicken';'1415 e. colorado st.';glendale;818-244-1937;'middle eastern';;;
122;zarela;'953 second ave.';'new york city';212-644-6740;mexican;;;
1065;zarzuela;'2000 hyde st.';'san francisco';415/346-0800;'mexican/latin american/spanish';;;
911;'zen palate';'34 union sq. e at 16th st.';'new york';212/614-9291;'and 212/614-9345 asian';;;
912;zoe;'90 prince st.  between broadway and mercer st.';'new york';212/966-6722;american;;;
1066;'zuni cafe & grill';'1658 market st.';'san francisco';415/552-2522;mediterranean;;;
