a,b,c,d,e,f,g,h
7,39,46,0,12,4,2,11
16,36,52,0,6,18,11,14
14,36,50,0,8,2,19,10
18,23,41,1,17,17,12,5
17,31,48,0,10,4,8,11
12,38,50,0,8,2,4,15
7,10,50,1,41,5,0,4
12,1,13,1,45,2,3,11
6,12,18,0,40,8,19,13
6,25,31,1,27,6,2,6
12,21,33,1,25,10,0,7
11,3,14,0,44,10,16,17
11,22,33,1,25,0,8,7
7,6,13,1,45,2,7,11
8,20,28,0,30,3,14,2
0,23,23,1,35,3,10,18
12,25,37,1,21,1,18,11
11,16,27,1,31,6,9,15
18,16,34,0,24,10,14,12
10,27,37,1,21,6,17,7
9,29,38,0,20,6,9,6
1,32,33,1,25,9,5,14
3,13,16,0,42,10,19,17
6,16,22,0,36,6,4,2
7,13,20,0,38,4,0,16
7,21,28,0,30,8,11,16
7,5,12,0,46,0,19,2
15,17,32,0,26,9,1,2
2,7,9,1,49,18,16,13
6,21,27,1,31,7,16,16
3,34,37,1,21,2,18,7
6,39,45,1,13,14,8,12
13,17,39,0,28,2,5,19
0,2,2,0,56,3,10,6
6,9,15,1,43,2,2,4
0,4,4,0,54,17,16,19
19,30,49,1,9,19,13,5
14,39,53,1,5,11,9,9
4,22,26,0,32,12,10,8
3,7,10,0,48,12,14,10
1,0,1,1,57,12,10,5
9,39,48,0,10,10,16,13
15,12,27,1,31,19,18,13
11,4,15,1,43,14,18,4
17,7,24,0,34,1,12,9
6,10,16,0,42,7,14,1
5,26,31,1,27,19,6,4
9,35,44,0,14,8,0,19
4,11,15,1,43,4,8,10
19,27,46,0,12,17,17,12
3,2,5,1,53,12,2,17
9,0,9,1,49,11,10,14
10,2,12,0,46,8,3,15
1,36,37,1,21,2,8,14
9,23,32,0,26,7,2,9
9,32,41,1,17,8,14,12
5,0,5,1,53,18,16,5
2,0,2,0,56,6,15,17
0,33,33,1,25,2,14,3
0,4,4,0,54,8,4,17
9,6,15,1,43,19,10,17
1,20,21,1,37,9,2,2
19,24,43,1,15,7,7,14
4,9,13,1,45,13,10,19
13,17,30,0,28,12,13,11
13,26,39,1,19,5,1,6
9,17,26,0,32,19,16,17
17,15,32,0,26,11,9,10
2,2,4,0,54,1,17,2
4,18,22,0,36,8,10,4
5,32,37,1,21,18,10,13
2,25,27,1,31,7,13,9
5,35,40,0,18,11,16,4
6,5,22,1,47,12,3,15
15,0,15,1,43,14,10,2
6,21,27,1,31,17,0,4
17,7,24,0,34,2,9,9
15,23,38,0,20,10,16,0
18,36,54,0,4,10,17,7
2,13,15,1,43,3,5,18
19,21,40,0,18,13,7,18
12,27,39,1,19,2,11,17
19,6,25,1,33,9,7,6
7,35,42,0,16,6,3,1
19,8,27,1,31,3,6,16
11,32,43,1,15,16,8,7
1,26,27,1,31,4,10,14
8,5,13,1,45,5,18,2
2,28,30,0,28,17,10,13
18,7,25,1,33,17,7,11
6,23,29,1,29,0,13,18
4,38,42,0,16,5,15,2
11,38,49,1,9,14,8,8
8,34,42,0,16,15,9,19
1,19,20,0,38,19,4,7
16,22,38,0,20,11,17,13
16,12,28,0,30,0,17,3
14,36,50,0,8,17,3,14
12,19,31,1,27,3,6,5
8,30,38,0,20,2,5,11
10,14,24,0,34,13,18,17
10,29,39,1,19,12,1,13
3,8,11,1,47,1,4,9
1,29,30,0,28,3,6,3
5,1,6,0,52,11,11,6
9,4,13,1,45,5,4,16
3,14,17,1,41,13,10,4
2,19,21,1,37,8,14,13
17,28,45,1,13,11,16,9
7,14,21,1,37,9,1,6
11,0,11,0,47,7,2,14
10,13,23,1,35,6,1,7
14,17,31,1,27,13,18,5
14,21,35,1,23,10,13,10
5,25,30,0,28,11,10,15
16,9,58,1,33,11,15,17
7,24,31,1,27,4,11,12
16,25,41,1,17,18,4,13
8,31,39,1,19,11,10,15
2,20,22,0,36,14,14,5
15,32,47,1,11,17,0,5
0,8,8,0,50,18,12,9
15,28,43,1,15,13,9,12
0,1,1,1,57,15,1,12
4,4,8,0,50,9,5,3
12,34,46,0,12,14,8,15
18,19,37,1,21,6,6,7
8,24,32,0,26,14,5,17
2,24,26,0,32,1,12,14
4,27,31,1,27,18,8,19
17,9,26,0,32,4,9,12
14,7,21,1,37,13,15,10
2,1,3,1,55,0,1,3
7,34,41,1,17,3,7,7
5,8,13,1,45,19,1,17
3,23,26,0,32,16,18,7
16,18,34,0,24,4,3,1
12,6,18,0,40,2,16,4
3,16,19,1,39,16,3,11
13,3,16,0,42,19,6,12
8,7,15,1,43,3,12,19
1,5,6,0,52,13,16,18
8,32,40,0,18,5,3,10
3,22,25,1,33,14,4,11
4,37,41,1,17,8,17,16
17,17,34,0,24,2,6,0
14,8,22,0,36,6,4,11
2,24,26,0,32,10,14,9
17,37,54,0,4,15,1,15
11,21,32,0,26,0,17,16
17,0,17,1,41,19,17,13
14,12,26,0,32,12,17,13
6,36,42,0,16,17,5,13
10,20,30,0,28,18,2,11
10,38,48,0,10,3,8,4
14,20,13,0,24,1,6,5
4,0,4,0,54,15,19,14
6,34,40,0,18,3,12,12
4,30,34,0,24,2,18,4
5,28,33,1,25,9,15,17
3,38,41,1,17,18,14,19
0,7,7,1,51,15,2,12
18,36,54,0,4,10,1,4
1,9,10,0,48,3,0,18
17,38,55,1,3,6,11,4
0,7,7,1,51,13,4,8
15,22,37,1,21,3,19,17
6,31,37,1,21,10,2,10
10,3,13,1,45,0,18,4
5,2,7,1,51,6,13,1
9,33,42,0,16,4,2,7
9,2,11,1,47,13,1,13
10,24,34,0,24,18,7,14
7,37,44,0,14,2,6,4
10,24,34,0,24,15,6,3
16,19,35,1,23,13,10,14
8,16,24,0,34,19,2,3
7,25,32,0,26,18,2,1
2,22,24,0,34,2,13,9
7,20,27,1,31,14,19,11
2,6,8,1,50,11,5,4
3,26,29,1,29,2,18,4
19,29,48,0,10,5,6,4
1,28,29,1,29,18,6,6
9,3,12,0,46,10,1,0
16,28,44,0,14,6,8,0
19,29,48,0,10,6,9,7
2,7,9,1,49,16,13,0
3,33,36,0,22,5,3,6
7,20,27,1,31,3,3,11
11,18,29,1,29,11,8,0
19,28,47,1,11,19,1,12
4,20,24,0,34,3,2,12
3,21,24,0,34,5,12,11
5,12,17,1,41,9,19,12
17,37,54,0,4,3,11,16
0,38,38,0,20,13,2,1
7,5,12,0,46,5,19,3
2,29,31,1,27,2,10,6
3,0,3,1,55,5,14,13
18,14,32,0,26,18,3,17
0,38,38,0,20,18,11,18
6,6,12,0,46,10,1,11
18,15,33,1,25,8,12,8
12,8,20,0,38,16,4,8
1,29,30,0,28,3,18,1
9,18,27,1,31,13,1,9
19,23,42,0,16,13,13,10
8,37,45,1,13,14,2,4
10,20,30,0,28,4,13,15
10,29,39,1,19,14,9,16
13,3,16,0,42,12,19,6
3,8,11,1,47,17,13,18
16,37,53,1,5,3,7,2
19,34,53,1,5,12,1,18
2,26,28,0,30,16,11,15
16,15,31,1,27,5,8,4
16,7,23,1,35,14,1,13
14,34,48,0,10,1,11,6
7,31,38,0,20,14,4,15
9,9,18,0,40,12,4,3
16,23,39,0,19,3,0,4
3,24,27,1,31,1,7,6
16,19,35,1,23,14,4,3
18,37,55,1,3,4,1,6
13,4,17,1,41,9,8,12
6,10,16,0,42,1,4,12
11,3,14,0,44,19,2,11
1,27,28,0,30,10,9,3
18,25,43,1,15,18,1,4
6,39,45,1,13,3,19,18
1,21,22,0,36,4,9,5
15,6,21,1,37,12,19,2
13,18,31,1,27,12,17,9
12,3,15,1,43,15,19,0
1,26,27,1,31,18,10,6
15,26,41,1,17,16,8,17
12,34,46,0,12,2,14,5
15,13,28,0,30,6,1,14
16,12,28,0,30,18,16,9
4,2,6,0,52,10,6,7
4,16,20,0,38,17,0,13
18,19,37,1,21,11,4,11
10,30,40,0,18,0,4,6
8,30,38,0,20,9,0,4
5,5,10,0,48,16,13,18
12,11,23,1,35,13,1,3
15,20,35,1,23,2,16,19
0,13,13,1,45,4,9,9
11,1,12,0,46,17,14,19
19,33,52,0,6,19,6,7
5,29,48,0,24,15,2,11
5,20,25,1,33,1,3,12
