a,b,c,d,e,f,g,h
15,0,15,1,25,2,11,3
32,0,32,0,8,11,14,1
28,0,28,0,12,19,10,3
37,0,37,1,3,12,5,2
35,0,35,1,5,8,11,9
25,0,25,1,15,4,15,10
15,0,15,1,25,0,4,12
25,0,25,1,15,3,11,8
12,0,12,0,28,19,13,3
13,0,13,1,27,2,6,0
24,0,24,0,16,0,7,14
22,0,22,0,18,16,17,19
23,0,23,1,17,8,7,5
15,0,15,1,25,7,11,4
16,0,16,0,24,14,2,6
0,0,0,0,40,10,18,4
24,0,24,0,16,18,11,4
23,0,23,1,17,9,15,9
37,0,37,1,3,14,12,15
20,0,20,0,20,17,7,14
18,0,18,0,22,9,6,19
2,0,2,0,38,5,14,7
7,1,8,0,32,19,17,9
13,0,13,1,27,4,2,7
15,0,15,1,25,0,16,0
14,0,14,0,26,11,16,7
15,0,15,1,25,19,2,5
30,0,30,0,10,1,2,9
5,0,5,1,35,16,13,3
13,0,13,1,27,16,16,14
6,0,6,0,34,18,7,16
12,0,12,0,28,8,12,19
27,0,27,1,13,5,19,1
1,0,1,1,39,10,6,2
13,0,13,1,27,2,4,19
0,0,0,0,40,16,19,16
38,0,38,0,2,13,5,11
29,0,29,1,11,9,9,6
9,0,9,1,31,10,8,10
7,0,7,1,33,14,10,10
3,0,3,1,37,10,5,16
18,0,18,0,22,16,13,10
30,0,30,0,10,18,13,0
23,0,23,1,17,18,4,13
35,0,35,1,5,12,9,15
13,0,13,1,27,14,1,5
11,1,12,0,28,6,4,2
19,0,19,1,21,0,19,2
8,0,8,0,32,8,10,16
39,0,39,1,1,17,12,8
7,0,7,1,33,2,17,10
19,0,19,1,21,10,14,19
20,0,20,0,20,3,15,1
2,1,3,1,37,8,14,4
18,0,18,0,22,2,9,16
18,0,18,0,22,14,12,10
10,0,10,1,30,16,5,0
5,0,5,1,35,15,17,14
1,0,1,1,39,14,3,2
0,0,0,0,40,4,17,15
19,0,19,1,21,10,17,15
3,0,3,1,37,2,2,16
38,0,38,0,2,7,14,9
9,0,9,1,31,10,19,5
26,0,26,0,14,13,11,17
26,0,26,0,14,1,6,11
19,0,19,1,21,16,17,12
35,0,35,1,5,9,10,2
4,0,4,0,36,17,2,12
9,0,9,1,31,10,4,11
10,0,10,0,30,10,13,5
5,0,5,1,35,13,9,15
11,0,11,1,29,16,4,2
12,0,12,0,28,3,15,14
30,0,30,0,10,10,2,19
12,0,12,0,28,0,4,11
35,1,36,1,4,9,9,2
30,1,31,1,9,16,0,11
36,0,36,0,4,17,7,10
4,0,4,0,36,5,18,11
39,0,39,1,1,7,18,5
24,0,24,0,16,11,17,12
39,0,39,1,1,7,6,5
14,0,14,0,26,3,1,11
38,0,38,0,2,6,16,11
23,0,23,1,17,8,7,12
2,0,2,0,38,10,14,15
16,0,16,0,24,18,2,17
5,0,5,1,35,10,13,15
37,0,37,1,3,7,11,15
12,0,12,0,28,13,18,17
8,0,8,0,32,15,2,4
22,0,22,0,18,8,8,5
17,0,17,1,23,9,19,10
3,0,3,1,37,4,7,9
32,0,32,0,8,17,13,14
33,0,33,1,7,17,3,0
29,0,29,1,11,3,14,2
24,0,24,0,16,6,5,14
16,0,16,0,24,5,11,16
21,0,21,1,19,18,17,6
20,0,20,0,20,1,13,6
6,0,6,0,34,4,9,11
3,0,3,1,37,6,3,9
10,0,10,0,30,11,6,3
18,0,18,0,22,4,16,10
6,0,6,0,34,10,4,16
4,0,4,0,36,14,13,14
34,0,34,0,6,16,9,16
14,0,14,0,26,1,6,12
23,0,23,1,17,2,14,17
20,0,20,0,20,1,7,4
29,0,29,1,11,18,5,0
29,0,29,1,11,13,10,2
11,0,11,1,29,10,15,19
33,0,33,1,7,15,17,12
14,0,14,0,26,11,12,4
33,0,33,1,7,4,13,17
16,0,16,0,24,10,15,6
4,0,4,0,36,14,5,11
30,0,30,0,10,0,5,4
1,0,1,1,39,12,9,1
30,0,30,0,10,9,12,5
1,0,1,0,39,1,12,4
8,0,8,0,32,5,3,11
24,0,24,0,16,8,15,0
37,0,37,1,3,6,7,4
16,0,16,0,24,5,17,11
4,0,4,0,36,12,14,7
9,0,9,1,31,8,19,12
35,0,35,1,5,9,12,13
29,0,29,1,11,15,10,19
4,0,4,0,36,1,3,16
15,0,15,1,25,7,7,4
10,0,10,0,30,1,17,13
7,0,7,1,33,18,7,12
33,0,33,1,7,3,1,11
24,0,24,0,16,16,4,15
7,0,7,1,33,3,11,2
26,0,26,0,14,6,12,7
16,0,16,0,24,12,19,16
2,0,2,0,38,16,18,17
17,0,17,1,23,3,10,0
7,0,7,1,33,4,11,9
9,1,10,0,30,17,16,5
35,0,35,1,5,6,0,3
28,0,28,0,12,4,11,1
5,1,6,0,34,14,9,10
34,0,34,0,6,1,15,13
22,1,23,1,17,17,16,10
34,0,34,0,6,17,13,7
29,0,10,1,11,17,13,15
13,0,13,1,27,5,13,13
21,0,21,1,19,2,11,18
21,0,21,1,19,8,4,6
28,0,28,0,12,6,5,4
9,1,10,0,30,19,14,9
13,0,13,1,27,12,12,10
9,0,9,1,31,18,4,9
11,1,12,0,28,15,17,16
6,0,6,0,34,14,19,0
1,0,1,1,39,2,12,10
37,0,37,1,3,1,4,8
2,0,2,0,38,0,18,4
35,0,35,1,5,11,4,12
0,0,0,1,40,4,8,16
31,0,31,1,9,19,17,10
13,0,13,1,27,2,10,1
20,0,20,0,20,18,4,1
11,0,11,1,29,13,1,8
19,0,19,1,21,2,7,13
18,0,18,0,22,1,13,6
21,0,21,1,19,7,14,6
15,1,16,0,24,6,4,17
21,0,21,1,19,6,3,0
33,0,33,1,7,10,14,1
17,0,17,1,23,2,3,3
14,0,14,0,26,2,1,19
5,0,5,1,35,13,9,9
14,0,14,0,26,19,11,3
5,0,5,0,35,5,4,6
7,0,7,1,33,18,4,19
38,0,38,0,2,6,4,13
3,0,3,1,37,6,6,4
19,0,19,1,21,1,0,4
33,0,33,1,7,8,0,1
38,0,38,0,2,9,7,15
5,0,5,1,35,13,0,2
6,0,6,0,34,3,6,5
14,0,14,0,26,3,11,6
22,0,22,0,18,8,0,12
38,0,38,0,2,1,12,12
8,0,8,0,32,2,12,15
6,1,7,1,33,12,11,5
10,0,10,0,30,19,12,7
34,0,34,0,6,11,16,7
1,0,1,1,39,2,1,0
15,0,15,1,25,19,3,14
4,0,4,0,36,10,6,10
6,0,6,0,34,14,13,9
36,0,36,0,4,3,17,19
0,1,1,1,39,11,18,3
12,0,12,1,28,1,11,19
36,0,36,0,4,12,8,13
24,0,24,0,16,4,8,4
2,0,2,0,38,18,1,13
18,0,18,0,22,1,9,15
38,0,38,0,2,13,10,7
16,0,16,0,24,2,4,6
21,0,21,1,19,13,15,16
21,0,21,1,19,9,16,3
26,0,26,0,14,19,6,0
7,0,7,1,33,13,18,13
33,0,33,1,7,7,2,18
39,1,40,1,0,1,18,10
5,0,5,1,35,11,15,2
32,0,32,0,8,8,4,10
32,0,32,0,8,1,13,5
29,0,29,1,11,11,6,16
14,0,14,0,26,4,15,12
18,0,18,0,22,4,3,6
33,0,33,1,7,0,4,12
6,0,6,0,34,7,6,13
33,0,33,1,7,4,3,13
36,0,36,0,4,1,6,7
27,0,27,1,13,8,12,11
13,0,13,1,27,4,12,0
22,0,22,0,18,2,11,8
2,0,2,0,38,9,3,7
37,0,37,1,3,1,4,10
13,0,13,1,27,19,18,19
2,0,2,0,38,9,5,19
31,0,31,1,9,19,2,9
26,0,26,0,14,17,9,12
24,0,24,0,16,19,0,2
2,0,2,0,38,10,6,9
30,0,30,0,10,8,17,13
25,0,25,1,15,14,5,13
31,0,31,1,9,1,14,19
33,0,33,1,7,16,9,9
8,0,8,0,32,6,7,18
8,0,8,0,32,0,13,19
36,0,36,0,4,4,11,11
21,0,21,1,19,4,6,1
17,0,17,1,23,0,4,7
11,0,11,1,29,13,18,15
25,0,25,1,15,1,3,11
30,0,30,0,10,16,19,18
0,0,0,0,40,9,9,16
22,0,22,0,18,14,19,1
39,0,39,1,1,6,7,17
11,1,12,0,28,2,11,7
11,0,11,1,29,3,12,16
